Demand,WorkDay,Temperature,fecha
3.5977830359999996,0,20.4,2014-01-01T22:30:00Z
3.948083686,0,19.7,2014-01-01T23:00:00Z
4.053242124,0,19.3,2014-01-01T23:30:00Z
3.753879498,1,18.7,2014-01-02T00:00:00Z
3.491805152,1,18.2,2014-01-02T00:30:00Z
3.314171014,1,17.4,2014-01-02T01:00:00Z
3.184643156,1,17.1,2014-01-02T01:30:00Z
3.0780282860000003,1,16.4,2014-01-02T02:00:00Z
3.016604436,1,16.2,2014-01-02T02:30:00Z
3.000143298,1,15.9,2014-01-02T03:00:00Z
3.0069997440000003,1,15.5,2014-01-02T03:30:00Z
3.0726651940000003,1,15.4,2014-01-02T04:00:00Z
3.1357507559999998,1,15.6,2014-01-02T04:30:00Z
3.2833495200000002,1,15.5,2014-01-02T05:00:00Z
3.439061364,1,15.4,2014-01-02T05:30:00Z
3.6531467940000004,1,15.5,2014-01-02T06:00:00Z
3.845349664,1,15.8,2014-01-02T06:30:00Z
3.84760413,1,16,2014-01-02T07:00:00Z
3.97219593,1,17,2014-01-02T07:30:00Z
4.0545485480000005,1,17.4,2014-01-02T08:00:00Z
4.0956495,1,18.8,2014-01-02T08:30:00Z
4.1395669260000005,1,17.4,2014-01-02T09:00:00Z
4.191084388,1,18.2,2014-01-02T09:30:00Z
4.197770222,1,18.8,2014-01-02T10:00:00Z
4.206853808,1,19.4,2014-01-02T10:30:00Z
4.21335675,1,20.1,2014-01-02T11:00:00Z
4.236663142,1,19.6,2014-01-02T11:30:00Z
4.2572843659999995,1,20.2,2014-01-02T12:00:00Z
4.272851426,1,20.4,2014-01-02T12:30:00Z
4.282096582,1,20.8,2014-01-02T13:00:00Z
4.319405718,1,21.3,2014-01-02T13:30:00Z
4.354401658,1,22.6,2014-01-02T14:00:00Z
4.406803064,1,23,2014-01-02T14:30:00Z
4.471103958,1,22.6,2014-01-02T15:00:00Z
4.497733488,1,20.7,2014-01-02T15:30:00Z
4.5442634260000005,1,20.5,2014-01-02T16:00:00Z
4.5592498180000005,1,19.8,2014-01-02T16:30:00Z
4.4776822659999995,1,19.3,2014-01-02T17:00:00Z
4.402120532,1,19.3,2014-01-02T17:30:00Z
4.282057878,1,18.9,2014-01-02T18:00:00Z
4.183285572,1,18.6,2014-01-02T18:30:00Z
4.133969348,1,18.2,2014-01-02T19:00:00Z
4.15684741,1,17.6,2014-01-02T19:30:00Z
4.155534257999999,1,17.5,2014-01-02T20:00:00Z
4.0757514740000005,1,17.2,2014-01-02T20:30:00Z
3.922941098,1,16.9,2014-01-02T21:00:00Z
3.738313138,1,16.8,2014-01-02T21:30:00Z
3.70304772,1,16.5,2014-01-02T22:00:00Z
3.721634374,1,16.2,2014-01-02T22:30:00Z
4.06877643,1,15.8,2014-01-02T23:00:00Z
4.17288867,1,15.6,2014-01-02T23:30:00Z
3.887370492,1,15.1,2014-01-03T00:00:00Z
3.639630922,1,14.8,2014-01-03T00:30:00Z
3.468724314,1,14.7,2014-01-03T01:00:00Z
3.3186326939999997,1,14.3,2014-01-03T01:30:00Z
3.197791862,1,14.4,2014-01-03T02:00:00Z
3.120792228,1,14.3,2014-01-03T02:30:00Z
3.080870692,1,14.4,2014-01-03T03:00:00Z
3.081647344,1,14.5,2014-01-03T03:30:00Z
3.1665363280000003,1,14.7,2014-01-03T04:00:00Z
3.26460289,1,14.5,2014-01-03T04:30:00Z
3.4035925320000002,1,14.5,2014-01-03T05:00:00Z
3.531857548,1,14.7,2014-01-03T05:30:00Z
3.72991518,1,14.7,2014-01-03T06:00:00Z
3.945293904,1,14.7,2014-01-03T06:30:00Z
3.954572514,1,15.4,2014-01-03T07:00:00Z
4.069515578,1,15.5,2014-01-03T07:30:00Z
4.157680744,1,16.5,2014-01-03T08:00:00Z
4.207351968,1,16.9,2014-01-03T08:30:00Z
4.262961669999999,1,18.2,2014-01-03T09:00:00Z
4.274787408,1,18.4,2014-01-03T09:30:00Z
4.268653336000001,1,19.8,2014-01-03T10:00:00Z
4.290388342,1,20.4,2014-01-03T10:30:00Z
4.305064182,1,21.5,2014-01-03T11:00:00Z
4.3141671640000006,1,19.8,2014-01-03T11:30:00Z
4.322194496,1,19.6,2014-01-03T12:00:00Z
4.3079925359999995,1,19.3,2014-01-03T12:30:00Z
4.250729274,1,19.7,2014-01-03T13:00:00Z
4.215692714,1,20.7,2014-01-03T13:30:00Z
4.18453802,1,20.3,2014-01-03T14:00:00Z
4.191488622,1,20.2,2014-01-03T14:30:00Z
4.227080108,1,20.3,2014-01-03T15:00:00Z
4.299348138,1,19.8,2014-01-03T15:30:00Z
4.353763799999999,1,20.2,2014-01-03T16:00:00Z
4.386601166,1,20.3,2014-01-03T16:30:00Z
4.326492452,1,20.5,2014-01-03T17:00:00Z
4.289684554000001,1,21.4,2014-01-03T17:30:00Z
4.216624104,1,22.2,2014-01-03T18:00:00Z
4.147053917999999,1,21.6,2014-01-03T18:30:00Z
4.073200988,1,21.6,2014-01-03T19:00:00Z
4.077256448,1,20.4,2014-01-03T19:30:00Z
4.090937172,1,20,2014-01-03T20:00:00Z
4.02326739,1,19.8,2014-01-03T20:30:00Z
3.8688433399999997,1,19.6,2014-01-03T21:00:00Z
3.7141412,1,18.9,2014-01-03T21:30:00Z
3.667964892,1,17.5,2014-01-03T22:00:00Z
3.666598254,1,17.1,2014-01-03T22:30:00Z
3.9874231759999996,1,16.5,2014-01-03T23:00:00Z
4.085572022,1,16.1,2014-01-03T23:30:00Z
3.774738898,0,15.9,2014-01-04T00:00:00Z
3.498125466,0,15.7,2014-01-04T00:30:00Z
3.342527182,0,15.2,2014-01-04T01:00:00Z
3.222914528,0,14.8,2014-01-04T01:30:00Z
3.111715438,0,14.6,2014-01-04T02:00:00Z
3.03506047,0,14.2,2014-01-04T02:30:00Z
3.008393994,0,14.1,2014-01-04T03:00:00Z
2.9969827540000002,0,14,2014-01-04T03:30:00Z
3.0075031560000003,0,13.7,2014-01-04T04:00:00Z
3.03800873,0,13.6,2014-01-04T04:30:00Z
3.08377408,0,13.5,2014-01-04T05:00:00Z
3.1420897880000003,0,13.5,2014-01-04T05:30:00Z
3.274006876,0,14,2014-01-04T06:00:00Z
3.395256974,0,14.3,2014-01-04T06:30:00Z
3.427237518,0,15.1,2014-01-04T07:00:00Z
3.540030054,0,15.5,2014-01-04T07:30:00Z
3.68340761,0,15.9,2014-01-04T08:00:00Z
3.7115127699999997,0,13.7,2014-01-04T08:30:00Z
3.717246072,0,16.3,2014-01-04T09:00:00Z
3.728827096,0,17.8,2014-01-04T09:30:00Z
3.7724283099999996,0,18.4,2014-01-04T10:00:00Z
3.800522306,0,18.3,2014-01-04T10:30:00Z
3.776413986,0,19.2,2014-01-04T11:00:00Z
3.749193506,0,19.7,2014-01-04T11:30:00Z
3.751112734,0,19.4,2014-01-04T12:00:00Z
3.744484258,0,17.7,2014-01-04T12:30:00Z
3.7072463680000003,0,19.1,2014-01-04T13:00:00Z
3.72162092,0,18.2,2014-01-04T13:30:00Z
3.7392528400000002,0,19.1,2014-01-04T14:00:00Z
3.734496892,0,18.6,2014-01-04T14:30:00Z
3.770482812,0,19.3,2014-01-04T15:00:00Z
3.8852343919999996,0,20.3,2014-01-04T15:30:00Z
3.9151330119999996,0,20,2014-01-04T16:00:00Z
3.9590635699999996,0,19.3,2014-01-04T16:30:00Z
3.934501634,0,18.7,2014-01-04T17:00:00Z
3.922533758,0,19.1,2014-01-04T17:30:00Z
3.8983599680000003,0,19.4,2014-01-04T18:00:00Z
3.85620047,0,19.6,2014-01-04T18:30:00Z
3.806530416,0,18,2014-01-04T19:00:00Z
3.8522594199999998,0,17.4,2014-01-04T19:30:00Z
3.961912628,0,17.6,2014-01-04T20:00:00Z
3.938343116,0,17.1,2014-01-04T20:30:00Z
3.829829584,0,17.1,2014-01-04T21:00:00Z
3.681507118,0,16.8,2014-01-04T21:30:00Z
3.6248176319999996,0,16.6,2014-01-04T22:00:00Z
3.6517503700000002,0,16.2,2014-01-04T22:30:00Z
3.987042536,0,15.9,2014-01-04T23:00:00Z
4.102610203999999,0,16,2014-01-04T23:30:00Z
3.820482476,0,15.1,2014-01-05T00:00:00Z
3.5438869239999997,0,14.7,2014-01-05T00:30:00Z
3.363890132,0,14.4,2014-01-05T01:00:00Z
3.202838248,0,14.1,2014-01-05T01:30:00Z
3.0788325,0,13.2,2014-01-05T02:00:00Z
2.9935963240000003,0,12.9,2014-01-05T02:30:00Z
2.9475111619999996,0,12.2,2014-01-05T03:00:00Z
2.917880556,0,11.8,2014-01-05T03:30:00Z
2.95240511,0,11.6,2014-01-05T04:00:00Z
2.95963373,0,11.4,2014-01-05T04:30:00Z
2.9497674579999997,0,11,2014-01-05T05:00:00Z
2.968568966,0,10.9,2014-01-05T05:30:00Z
3.0992878380000004,0,11.6,2014-01-05T06:00:00Z
3.21391223,0,13,2014-01-05T06:30:00Z
3.20503515,0,15.8,2014-01-05T07:00:00Z
3.2674556819999996,0,16.4,2014-01-05T07:30:00Z
3.342887522,0,16.9,2014-01-05T08:00:00Z
3.39689408,0,17.3,2014-01-05T08:30:00Z
3.4816928899999997,0,19.1,2014-01-05T09:00:00Z
3.5044681559999997,0,20.1,2014-01-05T09:30:00Z
3.510348816,0,20.5,2014-01-05T10:00:00Z
3.521702136,0,21.7,2014-01-05T10:30:00Z
3.545954838,0,22.1,2014-01-05T11:00:00Z
3.5643599079999997,0,23.1,2014-01-05T11:30:00Z
3.56088508,0,23.7,2014-01-05T12:00:00Z
3.579818596,0,25,2014-01-05T12:30:00Z
3.6310942,0,24.9,2014-01-05T13:00:00Z
3.6799311699999997,0,25.6,2014-01-05T13:30:00Z
3.718098704,0,25.4,2014-01-05T14:00:00Z
3.865038748,0,26.1,2014-01-05T14:30:00Z
3.942630122,0,24.9,2014-01-05T15:00:00Z
3.956604772,0,15.8,2014-01-05T15:30:00Z
3.9534254719999997,0,15.3,2014-01-05T16:00:00Z
3.95249837,0,15.8,2014-01-05T16:30:00Z
3.941403842,0,17.7,2014-01-05T17:00:00Z
3.9108916060000003,0,18.9,2014-01-05T17:30:00Z
3.870565038,0,19.4,2014-01-05T18:00:00Z
3.8282565,0,19.4,2014-01-05T18:30:00Z
3.79511124,0,19.4,2014-01-05T19:00:00Z
3.830828576,0,19.1,2014-01-05T19:30:00Z
3.910689658,0,18.7,2014-01-05T20:00:00Z
3.87174529,0,18.4,2014-01-05T20:30:00Z
3.762600692,0,17.8,2014-01-05T21:00:00Z
3.6043668080000004,0,17.6,2014-01-05T21:30:00Z
3.5516970459999997,0,17,2014-01-05T22:00:00Z
3.571720902,0,16.5,2014-01-05T22:30:00Z
3.883774452,0,16,2014-01-05T23:00:00Z
3.988205156,0,15.6,2014-01-05T23:30:00Z
3.71959613,1,15.1,2014-01-06T00:00:00Z
3.485067988,1,14.7,2014-01-06T00:30:00Z
3.338926098,1,14.2,2014-01-06T01:00:00Z
3.2028464039999998,1,13.9,2014-01-06T01:30:00Z
3.112355054,1,14.1,2014-01-06T02:00:00Z
3.058092936,1,14.1,2014-01-06T02:30:00Z
3.039462354,1,13.7,2014-01-06T03:00:00Z
3.043254404,1,13.3,2014-01-06T03:30:00Z
3.128979672,1,13.1,2014-01-06T04:00:00Z
3.273805898,1,12.9,2014-01-06T04:30:00Z
3.462907988,1,13,2014-01-06T05:00:00Z
3.676754478,1,12.9,2014-01-06T05:30:00Z
3.984268732,1,13.2,2014-01-06T06:00:00Z
4.261157694,1,13.4,2014-01-06T06:30:00Z
4.2547520599999995,1,13.6,2014-01-06T07:00:00Z
4.35981022,1,14.2,2014-01-06T07:30:00Z
4.45959318,1,15,2014-01-06T08:00:00Z
4.502685018,1,15.8,2014-01-06T08:30:00Z
4.5163175639999995,1,16.3,2014-01-06T09:00:00Z
4.549417994000001,1,17.2,2014-01-06T09:30:00Z
4.547234312,1,17.5,2014-01-06T10:00:00Z
4.5421524380000005,1,17.1,2014-01-06T10:30:00Z
4.532854146,1,17.6,2014-01-06T11:00:00Z
4.51569931,1,17.9,2014-01-06T11:30:00Z
4.480782342,1,18.2,2014-01-06T12:00:00Z
4.458821342,1,18.6,2014-01-06T12:30:00Z
4.4627570379999995,1,18.3,2014-01-06T13:00:00Z
4.45104178,1,18.7,2014-01-06T13:30:00Z
4.424849944,1,18.2,2014-01-06T14:00:00Z
4.410456014,1,19.4,2014-01-06T14:30:00Z
4.433307635999999,1,19.3,2014-01-06T15:00:00Z
4.47363679,1,19.6,2014-01-06T15:30:00Z
4.519049386,1,18.8,2014-01-06T16:00:00Z
4.559664836,1,18.7,2014-01-06T16:30:00Z
4.50269315,1,18.9,2014-01-06T17:00:00Z
4.442570472000001,1,17.9,2014-01-06T17:30:00Z
4.333977431999999,1,17.3,2014-01-06T18:00:00Z
4.268983066,1,16.6,2014-01-06T18:30:00Z
4.244719868,1,15.8,2014-01-06T19:00:00Z
4.274594694,1,15.8,2014-01-06T19:30:00Z
4.322921018,1,15.5,2014-01-06T20:00:00Z
4.228647892,1,15.2,2014-01-06T20:30:00Z
4.055832796,1,15.1,2014-01-06T21:00:00Z
3.8599259740000003,1,15.4,2014-01-06T21:30:00Z
3.8079523760000002,1,15.4,2014-01-06T22:00:00Z
3.783924306,1,14.9,2014-01-06T22:30:00Z
4.11927723,1,15,2014-01-06T23:00:00Z
4.24041538,1,14.8,2014-01-06T23:30:00Z
3.9628695699999996,1,14.6,2014-01-07T00:00:00Z
3.7223119419999997,1,14.4,2014-01-07T00:30:00Z
3.534808084,1,14.7,2014-01-07T01:00:00Z
3.394749116,1,14.5,2014-01-07T01:30:00Z
3.28459146,1,14.5,2014-01-07T02:00:00Z
3.208123896,1,14.3,2014-01-07T02:30:00Z
3.19629653,1,14.1,2014-01-07T03:00:00Z
3.2099879259999997,1,14.2,2014-01-07T03:30:00Z
3.285290394,1,14.3,2014-01-07T04:00:00Z
3.43446111,1,14.3,2014-01-07T04:30:00Z
3.695167424,1,14.4,2014-01-07T05:00:00Z
3.9198705460000003,1,14.6,2014-01-07T05:30:00Z
4.204135826,1,14.5,2014-01-07T06:00:00Z
4.450945204,1,15.4,2014-01-07T06:30:00Z
4.4676728599999995,1,15.2,2014-01-07T07:00:00Z
4.551125076,1,15.9,2014-01-07T07:30:00Z
4.600629338,1,15.7,2014-01-07T08:00:00Z
4.595390178,1,15.9,2014-01-07T08:30:00Z
4.567828508,1,15.7,2014-01-07T09:00:00Z
4.555404038,1,15.4,2014-01-07T09:30:00Z
4.573430473999999,1,16.1,2014-01-07T10:00:00Z
4.557918281999999,1,16.8,2014-01-07T10:30:00Z
4.544444147999999,1,17.2,2014-01-07T11:00:00Z
4.5187867100000005,1,17.8,2014-01-07T11:30:00Z
4.4944856920000005,1,17.6,2014-01-07T12:00:00Z
4.45928875,1,17.8,2014-01-07T12:30:00Z
4.4404960099999995,1,18.1,2014-01-07T13:00:00Z
4.442752276,1,19.4,2014-01-07T13:30:00Z
4.423116557999999,1,19.6,2014-01-07T14:00:00Z
4.4255220280000005,1,19.6,2014-01-07T14:30:00Z
4.450494496,1,19.8,2014-01-07T15:00:00Z
4.520797652000001,1,20,2014-01-07T15:30:00Z
4.569899516,1,19.3,2014-01-07T16:00:00Z
4.587551608,1,19.4,2014-01-07T16:30:00Z
4.4945930259999995,1,19.6,2014-01-07T17:00:00Z
4.43726234,1,19.5,2014-01-07T17:30:00Z
4.365532744,1,18.7,2014-01-07T18:00:00Z
4.309702482,1,17.1,2014-01-07T18:30:00Z
4.257904652000001,1,16.7,2014-01-07T19:00:00Z
4.281547212,1,16.1,2014-01-07T19:30:00Z
4.32425664,1,15.7,2014-01-07T20:00:00Z
4.26871692,1,15.4,2014-01-07T20:30:00Z
4.121007508,1,15,2014-01-07T21:00:00Z
3.946553642,1,14.8,2014-01-07T21:30:00Z
3.8772890739999997,1,14.5,2014-01-07T22:00:00Z
3.87575853,1,14.3,2014-01-07T22:30:00Z
4.2140036819999995,1,14.1,2014-01-07T23:00:00Z
4.2781160179999995,1,13.8,2014-01-07T23:30:00Z
3.99675715,1,13.4,2014-01-08T00:00:00Z
3.770036462,1,13.2,2014-01-08T00:30:00Z
3.59581178,1,13,2014-01-08T01:00:00Z
3.444195172,1,12.9,2014-01-08T01:30:00Z
3.341720232,1,12.7,2014-01-08T02:00:00Z
3.2707128699999997,1,12.6,2014-01-08T02:30:00Z
3.244656878,1,12.6,2014-01-08T03:00:00Z
3.259353282,1,12.3,2014-01-08T03:30:00Z
3.327696022,1,12.4,2014-01-08T04:00:00Z
3.4458740320000003,1,12.3,2014-01-08T04:30:00Z
3.6765576299999996,1,12.3,2014-01-08T05:00:00Z
3.8918099980000003,1,12,2014-01-08T05:30:00Z
4.207981824,1,11.9,2014-01-08T06:00:00Z
4.461025276,1,12,2014-01-08T06:30:00Z
4.424698846,1,13.7,2014-01-08T07:00:00Z
4.505592792000001,1,14.6,2014-01-08T07:30:00Z
4.538734454,1,15.3,2014-01-08T08:00:00Z
4.519545234,1,16.4,2014-01-08T08:30:00Z
4.52508995,1,17.3,2014-01-08T09:00:00Z
4.546690278,1,18.2,2014-01-08T09:30:00Z
4.562070052,1,18.8,2014-01-08T10:00:00Z
4.616375476,1,20.1,2014-01-08T10:30:00Z
4.654653738,1,21.5,2014-01-08T11:00:00Z
4.664605538,1,22.8,2014-01-08T11:30:00Z
4.68288284,1,23.3,2014-01-08T12:00:00Z
4.699736102,1,24.4,2014-01-08T12:30:00Z
4.7298846039999995,1,23.5,2014-01-08T13:00:00Z
4.765001460000001,1,23.4,2014-01-08T13:30:00Z
4.798142122,1,24.4,2014-01-08T14:00:00Z
4.839597694,1,25.5,2014-01-08T14:30:00Z
4.913926397999999,1,27.4,2014-01-08T15:00:00Z
4.98539048,1,26.3,2014-01-08T15:30:00Z
5.002609398,1,26.1,2014-01-08T16:00:00Z
4.985620712,1,26.1,2014-01-08T16:30:00Z
4.850582827999999,1,25.5,2014-01-08T17:00:00Z
4.744616946,1,24.8,2014-01-08T17:30:00Z
4.5954588759999995,1,23.8,2014-01-08T18:00:00Z
4.4847172760000005,1,22.7,2014-01-08T18:30:00Z
4.367721222,1,21.8,2014-01-08T19:00:00Z
4.336002376000001,1,20.8,2014-01-08T19:30:00Z
4.402506314,1,20.2,2014-01-08T20:00:00Z
4.3376732979999995,1,19.5,2014-01-08T20:30:00Z
4.147888721999999,1,19.1,2014-01-08T21:00:00Z
3.945394506,1,18.7,2014-01-08T21:30:00Z
3.868934226,1,18.4,2014-01-08T22:00:00Z
3.870213776,1,18.1,2014-01-08T22:30:00Z
4.205585382000001,1,17.8,2014-01-08T23:00:00Z
4.285196792,1,17.1,2014-01-08T23:30:00Z
3.9737749279999997,1,17.3,2014-01-09T00:00:00Z
3.721904564,1,16.9,2014-01-09T00:30:00Z
3.575277122,1,16.5,2014-01-09T01:00:00Z
3.44218984,1,16.3,2014-01-09T01:30:00Z
3.34121706,1,15.7,2014-01-09T02:00:00Z
3.262791734,1,15.4,2014-01-09T02:30:00Z
3.2480685659999997,1,15.1,2014-01-09T03:00:00Z
3.267035096,1,15,2014-01-09T03:30:00Z
3.353540822,1,14.4,2014-01-09T04:00:00Z
3.4840248860000003,1,14.4,2014-01-09T04:30:00Z
3.6994986439999997,1,14.4,2014-01-09T05:00:00Z
3.918051084,1,14.7,2014-01-09T05:30:00Z
4.223170052,1,15,2014-01-09T06:00:00Z
4.5036838239999994,1,15.3,2014-01-09T06:30:00Z
4.538660267999999,1,16.3,2014-01-09T07:00:00Z
4.67197676,1,17.8,2014-01-09T07:30:00Z
4.768833281999999,1,18.3,2014-01-09T08:00:00Z
4.818014722,1,19.4,2014-01-09T08:30:00Z
4.87736794,1,20.2,2014-01-09T09:00:00Z
4.938950334,1,21.5,2014-01-09T09:30:00Z
5.00733693,1,23.5,2014-01-09T10:00:00Z
5.0733733700000005,1,25,2014-01-09T10:30:00Z
5.162103334,1,27.1,2014-01-09T11:00:00Z
5.246633834,1,28.3,2014-01-09T11:30:00Z
5.318813715999999,1,27.9,2014-01-09T12:00:00Z
5.3974481260000005,1,28.9,2014-01-09T12:30:00Z
5.500591726,1,29.8,2014-01-09T13:00:00Z
5.575396759999999,1,31.7,2014-01-09T13:30:00Z
5.661471578,1,30.8,2014-01-09T14:00:00Z
5.75491,1,30.6,2014-01-09T14:30:00Z
5.84943657,1,32,2014-01-09T15:00:00Z
5.9273373199999995,1,32.4,2014-01-09T15:30:00Z
5.963749442,1,31.9,2014-01-09T16:00:00Z
5.969137482,1,31.6,2014-01-09T16:30:00Z
5.857575968,1,31.1,2014-01-09T17:00:00Z
5.776994665999999,1,30.2,2014-01-09T17:30:00Z
5.628821761999999,1,30.1,2014-01-09T18:00:00Z
5.5138093239999995,1,29.4,2014-01-09T18:30:00Z
5.370216308,1,29,2014-01-09T19:00:00Z
5.271710192,1,28.7,2014-01-09T19:30:00Z
5.219583202,1,28.1,2014-01-09T20:00:00Z
5.062725122,1,27.6,2014-01-09T20:30:00Z
4.824738738,1,26.1,2014-01-09T21:00:00Z
4.546728926,1,25.8,2014-01-09T21:30:00Z
4.3989004519999995,1,24.8,2014-01-09T22:00:00Z
4.335299712,1,24.6,2014-01-09T22:30:00Z
4.60738826,1,25,2014-01-09T23:00:00Z
4.627939872,1,24.7,2014-01-09T23:30:00Z
4.284699262,1,24.1,2014-01-10T00:00:00Z
4.032197088,1,24,2014-01-10T00:30:00Z
3.846606852,1,23.9,2014-01-10T01:00:00Z
3.69561914,1,23.8,2014-01-10T01:30:00Z
3.590796732,1,23.6,2014-01-10T02:00:00Z
3.519998438,1,23.4,2014-01-10T02:30:00Z
3.491261962,1,23.2,2014-01-10T03:00:00Z
3.5020451539999997,1,22.7,2014-01-10T03:30:00Z
3.57556968,1,22.3,2014-01-10T04:00:00Z
3.716905066,1,22.1,2014-01-10T04:30:00Z
3.933689832,1,21.8,2014-01-10T05:00:00Z
4.173211714,1,21.7,2014-01-10T05:30:00Z
4.525142142,1,22.1,2014-01-10T06:00:00Z
4.849164178,1,22.6,2014-01-10T06:30:00Z
4.958596898,1,23.9,2014-01-10T07:00:00Z
5.145765748,1,24.2,2014-01-10T07:30:00Z
5.289341778,1,24.8,2014-01-10T08:00:00Z
5.394818583999999,1,25.5,2014-01-10T08:30:00Z
5.525025436,1,27,2014-01-10T09:00:00Z
5.646458126000001,1,27.2,2014-01-10T09:30:00Z
5.75606863,1,27.7,2014-01-10T10:00:00Z
5.8599693760000005,1,28.4,2014-01-10T10:30:00Z
5.972207604,1,29.1,2014-01-10T11:00:00Z
6.104625858,1,30.4,2014-01-10T11:30:00Z
6.228931868,1,30.8,2014-01-10T12:00:00Z
6.362414414,1,31.7,2014-01-10T12:30:00Z
6.47176084,1,31.3,2014-01-10T13:00:00Z
6.625164924,1,32.5,2014-01-10T13:30:00Z
6.736274046,1,33.2,2014-01-10T14:00:00Z
6.837513708,1,32.7,2014-01-10T14:30:00Z
6.943774802,1,32.9,2014-01-10T15:00:00Z
7.019610498,1,33.4,2014-01-10T15:30:00Z
7.037339106,1,33.9,2014-01-10T16:00:00Z
7.031995738,1,34,2014-01-10T16:30:00Z
6.901768624000001,1,33.9,2014-01-10T17:00:00Z
6.8088080799999995,1,33.8,2014-01-10T17:30:00Z
6.65471591,1,33.5,2014-01-10T18:00:00Z
6.467185502,1,33,2014-01-10T18:30:00Z
6.259357228,1,32.7,2014-01-10T19:00:00Z
6.10352907,1,32.3,2014-01-10T19:30:00Z
6.001258294,1,31.7,2014-01-10T20:00:00Z
5.79617259,1,31.3,2014-01-10T20:30:00Z
5.469918952,1,30.9,2014-01-10T21:00:00Z
5.138630498,1,25.7,2014-01-10T21:30:00Z
4.872204062,1,24.2,2014-01-10T22:00:00Z
4.717181052,1,23.6,2014-01-10T22:30:00Z
4.903454734,1,23.3,2014-01-10T23:00:00Z
4.819637018000001,1,22.5,2014-01-10T23:30:00Z
4.4140684199999995,0,22.4,2014-01-11T00:00:00Z
4.114232072,0,22.2,2014-01-11T00:30:00Z
3.897225486,0,21.4,2014-01-11T01:00:00Z
3.7425168220000002,0,21.1,2014-01-11T01:30:00Z
3.63662612,0,20.6,2014-01-11T02:00:00Z
3.538485914,0,20.4,2014-01-11T02:30:00Z
3.491921756,0,20.1,2014-01-11T03:00:00Z
3.470815618,0,19.6,2014-01-11T03:30:00Z
3.490971626,0,19,2014-01-11T04:00:00Z
3.536039768,0,18.7,2014-01-11T04:30:00Z
3.613915282,0,18.4,2014-01-11T05:00:00Z
3.650390516,0,18.2,2014-01-11T05:30:00Z
3.768528998,0,18.2,2014-01-11T06:00:00Z
3.9459726820000003,0,18,2014-01-11T06:30:00Z
4.045497534,0,18.2,2014-01-11T07:00:00Z
4.1857708,0,18.2,2014-01-11T07:30:00Z
4.339755166,0,18.2,2014-01-11T08:00:00Z
4.410654996,0,18.1,2014-01-11T08:30:00Z
4.461122906,0,18.1,2014-01-11T09:00:00Z
4.463350827999999,0,17.9,2014-01-11T09:30:00Z
4.460591624,0,17.7,2014-01-11T10:00:00Z
4.459101102,0,17.7,2014-01-11T10:30:00Z
4.433899532000001,0,18.3,2014-01-11T11:00:00Z
4.410503308,0,18.2,2014-01-11T11:30:00Z
4.401375056,0,19.4,2014-01-11T12:00:00Z
